"x1","x2","y"
-0.626453810742332,-0.620366677224124,0
0.183643324222082,0.0421158731442352,0
-0.835628612410047,-0.910921648552446,2
1.59528080213779,0.158028772404075,4
0.329507771815361,-0.654584643918818,3
-0.820468384118015,1.76728726937265,0
0.487429052428485,0.716707476017206,0
0.738324705129217,0.910174229495227,1
0.575781351653492,0.384185357826345,0
-0.305388387156356,1.68217608051942,2
1.51178116845085,-0.635736453948977,9
0.389843236411431,-0.461644730360566,0
-0.621240580541804,1.43228223854166,0
-2.2146998871775,-0.650696353310367,0
1.12493091814311,-0.207380743601965,2
-0.0449336090152309,-0.392807929441984,0
-0.0161902630989461,-0.319992868548507,0
0.943836210685299,-0.279113302976559,1
0.821221195098089,0.494188331267827,1
0.593901321217509,-0.177330482269606,2
0.918977371608218,-0.505957462114257,1
0.782136300731067,1.34303882517041,1
0.0745649833651906,-0.214579408546869,1
-1.98935169586337,-0.179556530043387,0
0.61982574789471,-0.100190741213562,0
-0.0561287395290008,0.712666307051405,0
-0.155795506705329,-0.0735644041263263,0
-1.47075238389927,-0.0376341714670479,1
-0.47815005510862,-0.681660478755657,1
0.417941560199702,-0.324270272246319,2
1.35867955152904,0.0601604404345152,4
-0.102787727342996,-0.588894486259664,0
0.387671611559369,0.531496192632572,0
-0.0538050405829051,-1.51839408178679,2
-1.37705955682861,0.306557860789766,0
-0.41499456329968,-1.53644982353759,3
-0.394289953710349,-0.300976126836611,1
-0.0593133967111857,-0.528279904445006,0
1.10002537198388,-0.652094780680999,2
0.763175748457544,-0.0568967778473925,2
-0.164523596253587,-1.91435942568001,1
-0.253361680136508,1.17658331201856,0
0.696963375404737,-1.664972436212,6
0.556663198673657,-0.463530401472386,1
-0.68875569454952,-1.11592010504285,0
-0.70749515696212,-0.750819001193448,0
0.36458196213683,2.08716654562835,1
0.768532924515416,0.0173956196932517,3
-0.112346212150228,-1.28630053043433,0
0.881107726454215,-1.64060553441858,3
0.398105880367068,0.450187101272656,2
-0.612026393250771,-0.018559832714638,0
0.341119691424425,-0.318068374543844,0
-1.12936309608079,-0.929362147453702,0
1.43302370170104,-1.48746031014148,5
1.98039989850586,-1.07519229661568,10
-0.367221476466509,1.00002880371391,0
-1.04413462631653,-0.621266694796823,2
0.569719627442413,-1.38442684738449,4
-0.135054603880824,1.86929062242358,0
2.40161776050478,0.425100377372448,2
-0.0392400027331692,-0.238647100913033,0
0.689739362450777,1.05848304870902,0
0.0280021587806661,0.886422651374936,0
-0.743273208882405,-0.619243048231147,0
0.188792299514343,2.20610246454047,3
-1.80495862889104,-0.255027030141015,0
1.46555486156289,-1.42449465021281,6
0.153253338211898,-0.144399601954219,0
2.17261167036215,0.207538339232345,4
0.475509528899663,2.30797839905936,2
-0.709946430921815,0.105802367893711,1
0.610726353489055,0.456998805423414,1
-0.934097631644252,-0.077152935356531,0
-1.2536334002391,-0.334000842366544,0
0.291446235517463,-0.0347260283112762,0
-0.443291873218433,0.787639605630162,1
0.00110535163162413,2.07524500865228,1
0.0743413241516641,1.02739243876377,0
-0.589520946188072,1.2079083983867,0
-0.568668732818502,-1.23132342155804,1
-0.135178615123832,0.983895570053379,0
1.1780869965732,0.219924803660651,3
-1.52356680042976,-1.46725002909224,2
0.593946187628422,0.521022742648139,1
0.332950371213518,-0.158754604716016,0
1.06309983727636,1.4645873119698,0
-0.304183923634301,-0.766081999604665,0
0.370018809916288,-0.430211753928547,2
0.267098790772231,-0.926109497377437,0
-0.54252003099165,-0.17710396143654,0
1.20786780598317,0.402011779486338,3
1.16040261569495,-0.731748173119606,2
0.700213649514998,0.830373167981674,0
1.58683345454085,-1.20808278630446,6
0.558486425565304,-1.04798441280774,2
-1.27659220845804,1.44115770684428,0
-0.573265414236886,-1.01584746530465,0
-1.22461261489836,0.411974712317515,0
-0.473400636439312,-0.38107605110892,0
