0 0 -0.161110636683923
0 10 -0.0784808583847503
0 20 -0.532893646933068
0 30 -1.85996326478393
15 0 0.0321515803883256
15 10 1.72423283439495
15 20 2.46785113107376
15 30 1.29173203902838
30 0 -1.63989596278034
30 10 1.36423534672633
30 20 1.4111586232802
30 30 0.79123689705019
45 0 -3.03085520595082
45 10 1.03320637638037
45 20 2.18227188998606
45 30 -0.422197697780293
60 0 -1.98515997961116
60 10 2.38282289772531
60 20 3.57714516808942
60 30 -0.558835194782268
75 0 -1.99071183632785
75 10 2.4282035706027
75 20 3.29022742533511
75 30 -3.12989195685863
