"Var1","Var2","Var3","Var4"
9.2847578127772,9.77933194259056,0.860443368457502,"A"
9.24731103178226,6.49404572672693,0.720537993511473,"B"
9.06146129639311,8.09575520527327,0.235001051546039,"D"
8.94748672066126,9.91347534121506,0.497935571636164,"A"
9.5628404668196,12.0120879062018,13.443426252801,"B"
10.331179172959,5.04836036972467,0.96327627959261,"B"
7.98578950207928,8.95073728236619,2.49301267918568,"B"
10.2119804333723,12.2692193156365,0.831497906355836,"E"
11.2366750464166,8.38357252006722,1.84010805632736,"D"
12.0375740182404,10.6818757650188,0.948639136771295,"D"
11.3011759922006,11.4766857101933,3.91150400357273,"B"
10.756774763796,10.803505045995,0.604330879600553,"E"
8.27326960088567,11.9597730384141,0.181035855856294,"B"
9.39849329199322,9.63187401706786,2.45603849280357,"E"
9.64795354341738,8.75897045922364,0.788412360008662,"B"
10.7035239027569,2.07055314391306,4.320657460169,"D"
9.89432866599623,9.72117694456158,1.13244415565498,"B"
8.74135137193983,11.29085408908,4.27909202686845,"D"
11.6844357080941,11.6061965226044,1.41938965601638,"B"
10.911391291796,8.33416494606024,0.705375157321963,"A"
10.237430272491,15.3385087293254,2.06596743415151,"A"
11.2181086103258,10.8592732588865,0.631764595547201,"D"
8.66122571276503,10.3789475753767,5.39115275498685,"B"
10.6608202977898,13.8168003384056,1.15787220745371,"B"
9.47708762368658,7.84460133604222,0.13135429126422,"B"
10.6837455218507,8.64898412822586,0.623647433875362,"E"
9.93917804533993,17.1923574401493,0.195465394239644,"C"
10.6329607130315,10.0333875616627,0.113227602330494,"B"
11.3355176150594,14.9007052642249,1.06099659574003,"B"
10.0072900903169,5.68448006525643,1.91144717173155,"B"
11.0175586369521,9.4284495938713,0.466999594946757,"B"
8.81156596485202,11.1352717109105,0.26478361701183,"B"
9.27839555956398,10.9001156356174,0.547698269251069,"A"
11.5192177113882,6.98309122146749,0.2121365151103,"D"
10.3773879730239,10.0577778238761,2.01980666240158,"B"
7.94777717956627,6.76773804066405,1.77624752156304,"B"
8.63596254791763,12.1381099757328,0.202849387345945,"B"
9.79921898441088,13.2543252695819,0.535760063117695,"B"
10.8657794043345,3.32503691053776,2.84970663840526,"B"
9.89811674428478,13.7070803869004,0.845303761355992,"B"
10.6241874720207,6.27686650957453,1.00956131252607,"C"
10.9590053777878,11.3643078069479,1.51776707318928,"B"
11.6710548288629,11.9797079144278,1.87167583253738,"B"
10.056016733275,9.4003305156957,3.3409097118108,"B"
9.9480180938191,8.06465812942062,2.16531396326251,"A"
8.24676264085773,10.4959630637262,0.252191372735231,"B"
10.0993275940878,11.3164561021434,0.695985170717426,"B"
9.42814994210444,12.6499084598461,1.35296502081297,"B"
9.02599041719591,3.84298904829414,0.896658793014056,"C"
9.82009376895246,5.09086219582293,0.113135927922924,"D"
11.0149431727437,14.2912070235645,0.468548938462719,"B"
8.00725151131142,13.1398865413346,2.75812513868242,"B"
9.57272071279457,11.305866846723,1.1712214306266,"B"
10.1166372835827,12.1455352213332,0.229337528360468,"A"
9.10679242994505,12.751524752923,1.24101079675574,"B"
10.3339029424992,2.01723160460296,0.853245919757568,"B"
10.4114299206157,13.3308312899165,1.95786358950726,"B"
9.96696384072401,8.54503721031303,8.219904588407,"B"
7.53410180623997,10.6918504918936,0.219610417694242,"B"
12.5714581458666,9.11452659734927,0.60346724076899,"A"
9.7947007425318,12.6158948622362,0.870434348870867,"B"
10.6511932815877,8.95458265313317,0.118102191412487,"B"
10.2737664910365,11.5555112976647,0.969262315825203,"B"
11.0246732348183,8.82794506408306,0.552573381114663,"B"
10.8176594463741,6.72163837269548,9.35211731605696,"B"
9.79020682877149,13.6300315313208,0.0540429480708574,"A"
10.3781677722085,12.2227000338228,4.42920968829061,"B"
9.05459116887611,15.1727867174694,2.7401828936815,"B"
10.8569230108993,10.1954617977379,2.08567309318325,"B"
9.53896166111565,13.3750082374845,1.15813620452829,"B"
12.4167733537882,15.9262571620572,0.491250894367845,"B"
8.34895110431181,9.1555536548831,3.02113141145524,"D"
9.53601275703399,6.03114666173435,0.412405964090987,"B"
10.8253798627592,9.28194529858565,2.00323188306119,"B"
10.5101325468787,9.35787628004385,1.49576709955158,"B"
9.410518961485,10.455041513528,2.93362305425612,"B"
9.00321925779248,15.1369149319578,0.550710271325509,"B"
10.1444757047107,9.02156832248396,0.559345668249377,"B"
9.98569258683309,11.1190139674147,1.35266478791772,"A"
8.20971876273594,9.31694780531341,1.35755482060638,"C"
10.0345510671339,10.0613521255751,3.95111711954177,"B"
10.1902303156925,10.9421729905188,1.62482388002686,"B"
10.1747263969818,13.984644088111,1.15585466421346,"C"
8.94498295739732,10.3639551324723,2.32244345294517,"B"
